Sno.,Purchase Id,Invoice No,Pur.Date,Supplier,Barcode,Category,Item,HSN Code,Tax Type,GST (%),Size,Colour,QTY - ST,Total Qty,Purchase Rate,Disc1(%),Disc1(Rs),Taxable Value,Total Tax,Total Purchase Rate,MRP,Rate
109,108,026/2022-23,16/07/2022,Dristi Associates,UJ32,Apparel,Jeans,,EX-TAX,5,32,Blue,224,224,640,0,0,143360,7168,150528,850,850
110,108,026/2022-23,16/07/2022,Dristi Associates,UJ34,Apparel,Jeans,,EX-TAX,5,34,Blue,224,224,650,0,0,145600,7280,152880,850,850
111,108,026/2022-23,16/07/2022,Dristi Associates,UJ36,Apparel,Jeans,,EX-TAX,5,36,Blue,124,124,680,0,0,84320,4216,88536,890,890
112,108,026/2022-23,16/07/2022,Dristi Associates,UJ38,Apparel,Jeans,,EX-TAX,5,38,Blue,23,23,680,0,0,15640,782,16422,890,890
114,108,026/2022-23,16/07/2022,Dristi Associates,Kur28B,Apparel,Blue Kurta,,EX-TAX,5,28,Blue,125,125,275,0,0,34374.99,1718.76,36093.75,370,370
120,108,026/2022-23,16/07/2022,Dristi Associates,Kur28G,Apparel,Green Kurta,,EX-TAX,5,28,Green,3,3,275,0,0,825.01,41.24,866.25,370,370
139,109,039/2022-2023,08 October 2022,Dristi Associates,Kur28G,Apparel,Green Kurta,,EX-TAX,5,28,Green,80,80,275,0,0,22000,1100,23100,370,370
148,131,165/2022-23,17/03/2023,Dristi Associates,Kur28B,Apparel,Blue Kurta,,EX-TAX,5,28,Blue,170,170,275,0,0,46750,2337.5,49087.5,390,390
158,131,165/2022-23,17/03/2023,Dristi Associates,Kur28G,Apparel,Green Kurta,,EX-TAX,5,28,Green,100,100,275,0,0,27500,1375,28875,390,390
115,108,026/2022-23,16/07/2022,Dristi Associates,Kur30B,Apparel,Blue Kurta,0,EX-TAX,5,30,Blue,25,25,290,0,0,7250,362.5,7612.5,400,400
121,108,026/2022-23,16/07/2022,Dristi Associates,Kur30G,Apparel,Green Kurta,0,EX-TAX,5,30,Green,3,3,290,0,0,870,43.5,913.5,400,400
132,109,039/2022-2023,08 October 2022,Dristi Associates,Kur30B,Apparel,Blue Kurta,0,EX-TAX,5,30,Blue,107,107,290,0,0,31030,1551.5,32581.5,400,400
140,109,039/2022-2023,08 October 2022,Dristi Associates,Kur30G,Apparel,Green Kurta,0,EX-TAX,5,30,Green,98,98,290,0,0,28420,1421,29841,400,400
149,131,165/2022-23,17/03/2023,Dristi Associates,Kur30B,Apparel,Blue Kurta,0,EX-TAX,5,30,Blue,130,130,290,0,0,37700,1885,39585,430,430
159,131,165/2022-23,17/03/2023,Dristi Associates,Kur30G,Apparel,Green Kurta,0,EX-TAX,5,30,Green,160,160,290,0,0,46400,2320,48720,420,420
97,107,063/2022-2023,28/09/2022,Dristi Associates,Kur32B,Apparel,Blue Kurta,0,EX-TAX,5,32,Blue,20,20,300,0,0,6000,300,6300,410,410
101,107,063/2022-2023,28/09/2022,Dristi Associates,Kur32G,Apparel,Green Kurta,0,EX-TAX,5,32,Green,20,20,300,0,0,6000,300,6300,410,410
126,108,026/2022-23,16/07/2022,Dristi Associates,US26,Apparel,Uniform Shorts,,EX-TAX,5,26,Blue,2,2,300,0,0,600,30,630,480,480
127,108,026/2022-23,16/07/2022,Dristi Associates,US28,Apparel,Uniform Shorts,,EX-TAX,5,28,Blue,52,52,310,0,0,16120,806,16926,490,490
128,108,026/2022-23,16/07/2022,Dristi Associates,US30,Apparel,Uniform Shorts,,EX-TAX,5,30,Blue,2,2,310,0,0,620,31,651,490,490
129,108,026/2022-23,16/07/2022,Dristi Associates,US32,Apparel,Uniform Shorts,,EX-TAX,5,32,Blue,21,21,320,0,0,6720,336,7056,510,510
116,108,026/2022-23,16/07/2022,Dristi Associates,Kur32B,Apparel,Blue Kurta,0,EX-TAX,5,32,Blue,100,100,300,0,0,30000,1500,31500,410,410
122,108,026/2022-23,16/07/2022,Dristi Associates,Kur32G,Apparel,Green Kurta,0,EX-TAX,5,32,Green,3,3,300,0,0,900,45,945,410,410
133,109,039/2022-2023,08 October 2022,Dristi Associates,Kur32B,Apparel,Blue Kurta,0,EX-TAX,5,32,Blue,30,30,300,0,0,9000,450,9450,410,410
143,109,039/2022-2023,08 October 2022,Dristi Associates,Kur32G,Apparel,Green Kurta,0,EX-TAX,5,32,Green,94,94,300,0,0,28200,1410,29610,410,410
150,131,165/2022-23,17/03/2023,Dristi Associates,Kur32B,Apparel,Blue Kurta,0,EX-TAX,5,32,Blue,230,230,300,0,0,69000,3450,72450,430,430
160,131,165/2022-23,17/03/2023,Dristi Associates,Kur32G,Apparel,Green Kurta,0,EX-TAX,5,32,Green,150,150,300,0,0,45000,2250,47250,440,440
98,107,063/2022-2023,28/09/2022,Dristi Associates,Kur34B,Apparel,Blue Kurta,0,EX-TAX,5,34,Blue,20,20,300,0,0,6000,300,6300,410,410
102,107,063/2022-2023,28/09/2022,Dristi Associates,Kur34G,Apparel,Green Kurta,0,EX-TAX,5,34,Green,20,20,300,0,0,6000,300,6300,410,410
117,108,026/2022-23,16/07/2022,Dristi Associates,Kur34B,Apparel,Blue Kurta,0,EX-TAX,5,34,Blue,175,175,300,0,0,52500,2625,55125,410,410
123,108,026/2022-23,16/07/2022,Dristi Associates,Kur34G,Apparel,Green Kurta,0,EX-TAX,5,34,Green,3,3,300,0,0,900,45,945,410,410
144,109,039/2022-2023,08 October 2022,Dristi Associates,Kur34G,Apparel,Green Kurta,0,EX-TAX,5,34,Green,103,103,300,0,0,30900,1545,32445,410,410
151,131,165/2022-23,17/03/2023,Dristi Associates,Kur34B,Apparel,Blue Kurta,0,EX-TAX,5,34,Blue,250,250,300,0,0,75000,3750,78750,430,430
161,131,165/2022-23,17/03/2023,Dristi Associates,Kur34G,Apparel,Green Kurta,0,EX-TAX,5,34,Green,190,190,300,0,0,57000,2850,59850,440,440
118,108,026/2022-23,16/07/2022,Dristi Associates,Kur36B,Apparel,Blue Kurta,0,EX-TAX,5,36,Blue,200,200,310,0,0,62000,3100,65100,420,420
124,108,026/2022-23,16/07/2022,Dristi Associates,Kur36G,Apparel,Green Kurta,0,EX-TAX,5,36,Green,3,3,310,0,0,930,46.5,976.5,420,420
146,109,039/2022-2023,08 October 2022,Dristi Associates,Kur36G,Apparel,Green Kurta,0,EX-TAX,5,36,Green,120,120,310,0,0,37200,1860,39060,420,420
152,131,165/2022-23,17/03/2023,Dristi Associates,Kur36B,Apparel,Blue Kurta,0,EX-TAX,5,36,Blue,150,150,310,0,0,46500,2325,48825,450,450
162,131,165/2022-23,17/03/2023,Dristi Associates,Kur36G,Apparel,Green Kurta,0,EX-TAX,5,36,Green,100,100,310,0,0,31000,1550,32550,450,450
134,109,039/2022-2023,08 October 2022,Dristi Associates,Kur38B,Apparel,Blue Kurta,0,EX-TAX,5,38,Blue,101,101,320,0,0,32320,1616,33936,440,440
145,109,039/2022-2023,08 October 2022,Dristi Associates,Kur38G,Apparel,Green Kurta,0,EX-TAX,5,38,Green,99,99,320,0,0,31680,1584,33264,440,440
153,131,165/2022-23,17/03/2023,Dristi Associates,Kur38B,Apparel,Blue Kurta,0,EX-TAX,5,38,Blue,90,90,320,0,0,28800,1440,30240,460,460
163,131,165/2022-23,17/03/2023,Dristi Associates,Kur38G,Apparel,Green Kurta,0,EX-TAX,5,38,Green,80,80,320,0,0,25600,1280,26880,460,460
99,107,063/2022-2023,28/09/2022,Dristi Associates,Kur40B,Apparel,Blue Kurta,0,EX-TAX,5,40,Blue,20,20,370,0,0,7400,370,7770,510,510
103,107,063/2022-2023,28/09/2022,Dristi Associates,Kur40G,Apparel,Green Kurta,0,EX-TAX,5,40,Green,20,20,370,0,0,7400,370,7770,510,510
125,108,026/2022-23,16/07/2022,Dristi Associates,Kur40G,Apparel,Green Kurta,0,EX-TAX,5,40,Green,3,3,370,0,0,1110,55.5,1165.5,510,510
136,109,039/2022-2023,08 October 2022,Dristi Associates,Kur40B,Apparel,Blue Kurta,0,EX-TAX,5,40,Blue,25,25,370,0,0,9250,462.5,9712.5,510,510
141,109,039/2022-2023,08 October 2022,Dristi Associates,Kur40G,Apparel,Green Kurta,0,EX-TAX,5,40,Green,23,23,370,0,0,8510,425.5,8935.5,510,510
154,131,165/2022-23,17/03/2023,Dristi Associates,Kur40B,Apparel,Blue Kurta,0,EX-TAX,5,40,Blue,60,60,370,0,0,22200,1110,23310,540,540
164,131,165/2022-23,17/03/2023,Dristi Associates,Kur40G,Apparel,Green Kurta,0,EX-TAX,5,40,Green,60,60,370,0,0,22200,1110,23310,540,540
100,107,063/2022-2023,28/09/2022,Dristi Associates,Kur42B,Apparel,Blue Kurta,0,EX-TAX,5,42,Blue,20,20,370,0,0,7400,370,7770,510,510
104,107,063/2022-2023,28/09/2022,Dristi Associates,Kur42G,Apparel,Green Kurta,0,EX-TAX,5,42,Green,20,20,370,0,0,7400,370,7770,510,510
135,109,039/2022-2023,08 October 2022,Dristi Associates,Kur42B,Apparel,Blue Kurta,0,EX-TAX,5,42,Blue,5,5,370,0,0,1850,92.5,1942.5,510,510
142,109,039/2022-2023,08 October 2022,Dristi Associates,Kur42G,Apparel,Green Kurta,0,EX-TAX,5,42,Green,5,5,370,0,0,1850,92.5,1942.5,510,510
155,131,165/2022-23,17/03/2023,Dristi Associates,Kur42B,Apparel,Blue Kurta,0,EX-TAX,5,42,Blue,40,40,370,0,0,14800,740,15540,540,540
165,131,165/2022-23,17/03/2023,Dristi Associates,Kur42G,Apparel,Green Kurta,0,EX-TAX,5,42,Green,40,40,370,0,0,14800,740,15540,540,540
156,131,165/2022-23,17/03/2023,Dristi Associates,Kur44B,Apparel,Blue Kurta,,EX-TAX,5,44,Blue,20,20,320,0,0,6400,320,6720,540,540
166,131,165/2022-23,17/03/2023,Dristi Associates,Kur44G,Apparel,Green Kurta,,EX-TAX,5,44,Green,20,20,320,0,0,6400,320,6720,540,540
167,104,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN22B,Apparel,Blue Sports Short,62034300,EX-TAX,5,22,Blue,5,5,165,0,0,825.01,41.24,866.25,290,290
168,104,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN22G,Apparel,Green Sports Short,62034300,EX-TAX,5,22,Green,5,5,165,0,0,825.01,41.24,866.25,290,290
169,104,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN22R,Apparel,Red Sports Short,62034300,EX-TAX,5,22,Red,5,5,165,0,0,825.01,41.24,866.25,290,290
170,104,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN22Y,Apparel,Yellow Sports Short,62034300,EX-TAX,5,22,Yellow,5,5,165,0,0,825.01,41.24,866.25,290,290
171,105,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN24B,Apparel,Blue Sports Short,62034300,EX-TAX,5,24,Blue,8,8,177.5,0,0,1420,71.04,1491.04,320,320
172,105,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN24G,Apparel,Green Sports Short,62034300,EX-TAX,5,24,Green,15,15,177.5,0,0,2662.5,133.2,2795.7,320,320
173,105,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN24R,Apparel,Red Sports Short,62034300,EX-TAX,5,24,Red,9,9,177.5,0,0,1597.5,79.92,1677.42,320,320
174,105,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN24Y,Apparel,Yellow Sports Short,62034300,EX-TAX,5,24,Yellow,18,18,177.5,0,0,3195,159.84,3354.84,320,320
175,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN26B,Apparel,Blue Sports Short,,EX-TAX,5,26,Blue,14,14,185,0,0,2590,129.5,2719.5,320,320
176,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN26G,Apparel,Green Sports Short,,EX-TAX,5,26,Green,28,28,185,0,0,5180,259,5439,320,320
177,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN26R,Apparel,Red Sports Short,,EX-TAX,5,26,Red,15,15,185,0,0,2774.99,138.76,2913.75,320,320
178,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN26Y,Apparel,Yellow Sports Short,,EX-TAX,5,26,Yellow,17,17,185,0,0,3145.01,157.24,3302.25,320,320
179,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN28B,Apparel,Blue Sports Short,,EX-TAX,5,28,Blue,14,14,195,0,0,2730,136.5,2866.5,330,330
180,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN28G,Apparel,Green Sports Short,,EX-TAX,5,28,Green,20,20,195,0,0,3900,195,4095,330,330
181,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN28R,Apparel,Red Sports Short,,EX-TAX,5,28,Red,26,26,195,0,0,5070,253.5,5323.5,330,330
182,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN28Y,Apparel,Yellow Sports Short,,EX-TAX,5,28,Yellow,14,14,195,0,0,2730,136.5,2866.5,330,330
183,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN30B,Apparel,Blue Sports Short,,EX-TAX,5,30,Blue,19,19,210,0,0,3990,199.5,4189.5,340,340
184,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN30G,Apparel,Green Sports Short,,EX-TAX,5,30,Green,18,18,210,0,0,3780,189,3969,340,340
185,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN30R,Apparel,Red Sports Short,,EX-TAX,5,30,Red,25,25,210,0,0,5250,262.5,5512.5,340,340
186,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN30Y,Apparel,Yellow Sports Short,,EX-TAX,5,30,Yellow,18,18,210,0,0,3780,189,3969,340,340
187,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN32B,Apparel,Blue Sports Short,,EX-TAX,5,32,Blue,20,20,220,0,0,4400,220,4620,350,350
188,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN32G,Apparel,Green Sports Short,,EX-TAX,5,32,Green,20,20,220,0,0,4400,220,4620,350,350
189,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN32R,Apparel,Red Sports Short,,EX-TAX,5,32,Red,20,20,220,0,0,4400,220,4620,350,350
190,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN32Y,Apparel,Yellow Sports Short,,EX-TAX,5,32,Yellow,20,20,220,0,0,4400,220,4620,350,350
191,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN34B,Apparel,Blue Sports Short,,EX-TAX,5,34,Blue,10,10,227.5,0,0,2274.99,113.76,2388.75,360,360
192,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN34G,Apparel,Green Sports Short,,EX-TAX,5,34,Green,10,10,227.5,0,0,2274.99,113.76,2388.75,360,360
193,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN34R,Apparel,Red Sports Short,,EX-TAX,5,34,Red,10,10,227.5,0,0,2274.99,113.76,2388.75,360,360
194,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN34Y,Apparel,Yellow Sports Short,,EX-TAX,5,34,Yellow,10,10,227.5,0,0,2274.99,113.76,2388.75,360,360
195,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN36B,Apparel,Blue Sports Short,,EX-TAX,5,36,Blue,6,6,237.5,0,0,1425.01,71.24,1496.25,360,360
196,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN36G,Apparel,Green Sports Short,,EX-TAX,5,36,Green,8,8,237.5,0,0,1900,95,1995,360,360
197,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN36R,Apparel,Red Sports Short,,EX-TAX,5,36,Red,8,8,237.5,0,0,1900,95,1995,360,360
198,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSHN36Y,Apparel,Yellow Sports Short,,EX-TAX,5,36,Yellow,8,8,237.5,0,0,1900,95,1995,360,360
199,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN24B,Apparel,Blue Sports Track,,EX-TAX,5,24,Blue,2,2,177.5,0,0,354.99,17.76,372.75,320,320
200,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN24G,Apparel,Green Sports Track,,EX-TAX,5,24,Green,2,2,177.5,0,0,354.99,17.76,372.75,320,320
201,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN24R,Apparel,Red Sports Track,,EX-TAX,5,24,Red,2,2,177.5,0,0,354.99,17.76,372.75,320,320
202,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN24Y,Apparel,Yellow Sports Track,,EX-TAX,5,24,Yellow,2,2,177.5,0,0,354.99,17.76,372.75,320,320
203,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN26B,Apparel,Blue Sports Track,,EX-TAX,5,26,Blue,8,8,185,0,0,1480,74,1554,330,330
204,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN26G,Apparel,Green Sports Track,,EX-TAX,5,26,Green,8,8,185,0,0,1480,74,1554,330,330
205,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN26R,Apparel,Red Sports Track,,EX-TAX,5,26,Red,9,9,185,0,0,1665.01,83.24,1748.25,330,330
206,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN26Y,Apparel,Yellow Sports Track,,EX-TAX,5,26,Yellow,14,14,185,0,0,2590,129.5,2719.5,330,330
207,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN28B,Apparel,Blue Sports Track,,EX-TAX,5,28,Blue,20,20,195,0,0,3900,195,4095,350,350
208,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN28G,Apparel,Green Sports Track,,EX-TAX,5,28,Green,20,20,195,0,0,3900,195,4095,350,350
209,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN28R,Apparel,Red Sports Track,,EX-TAX,5,28,Red,15,15,195,0,0,2925.01,146.24,3071.25,350,350
210,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN28Y,Apparel,Yellow Sports Track,,EX-TAX,5,28,Yellow,20,20,195,0,0,3900,195,4095,350,350
211,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN30B,Apparel,Blue Sports Track,,EX-TAX,5,30,Blue,50,50,210,0,0,10500,525,11025,370,370
212,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN30G,Apparel,Green Sports Track,,EX-TAX,5,30,Green,30,30,210,0,0,6300,315,6615,370,370
213,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN30R,Apparel,Red Sports Track,0,EX-TAX,5,30,Red,30,30,210,0,0,6300,315,6615,370,370
214,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN30Y,Apparel,Yellow Sports Track,,EX-TAX,5,30,Yellow,30,30,210,0,0,6300,315,6615,370,370
215,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN32B,Apparel,Blue Sports Track,,EX-TAX,5,32,Blue,27,27,220,0,0,5940,297,6237,380,380
216,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN32G,Apparel,Green Sports Track,,EX-TAX,5,32,Green,40,40,220,0,0,8800,440,9240,380,380
217,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN32R,Apparel,Red Sports Track,,EX-TAX,5,32,Red,28,28,220,0,0,6160,308,6468,380,380
218,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN32Y,Apparel,Yellow Sports Track,,EX-TAX,5,32,Yellow,54,54,220,0,0,11880,594,12474,380,380
219,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN34B,Apparel,Blue Sports Track,,EX-TAX,5,34,Blue,35,35,227.5,0,0,7962.51,398.12,8360.63,400,400
220,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN34G,Apparel,Green Sports Track,,EX-TAX,5,34,Green,60,60,227.5,0,0,13650,682.5,14332.5,400,400
221,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN34R,Apparel,Red Sports Track,,EX-TAX,5,34,Red,34,34,227.5,0,0,7734.99,386.76,8121.75,400,400
222,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN34Y,Apparel,Yellow Sports Track,0,EX-TAX,5,34,Yellow,30,30,227.5,0,0,6825.01,341.24,7166.25,400,400
223,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN36B,Apparel,Blue Sports Track,0,EX-TAX,5,36,Blue,35,35,237.5,0,0,8312.51,415.62,8728.13,420,420
224,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN36G,Apparel,Green Sports Track,62034300,EX-TAX,5,36,Green,35,35,237.5,0,0,8312.51,415.62,8728.13,420,420
225,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN36R,Apparel,Red Sports Track,0,EX-TAX,5,36,Red,30,30,237.5,0,0,7125.01,356.24,7481.25,420,420
226,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN36Y,Apparel,Yellow Sports Track,0,EX-TAX,5,36,Yellow,30,30,237.5,0,0,7125.01,356.24,7481.25,420,420
227,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN38B,Apparel,Blue Sports Track,,EX-TAX,5,38,Blue,30,30,245,0,0,7350,367.5,7717.5,430,430
228,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN38G,Apparel,Green Sports Track,,EX-TAX,5,38,Green,25,25,245,0,0,6125.01,306.24,6431.25,430,430
229,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN38R,Apparel,Red Sports Track,,EX-TAX,5,38,Red,25,25,245,0,0,6125.01,306.24,6431.25,430,430
230,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN38Y,Apparel,Yellow Sports Track,0,EX-TAX,5,38,Yellow,20,20,245,0,0,4900,245,5145,430,430
231,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN40B,Apparel,Blue Sports Track,,EX-TAX,5,40,Blue,10,10,260,0,0,2600,130,2730,450,450
232,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN40G,Apparel,Green Sports Track,,EX-TAX,5,40,Green,10,10,260,0,0,2600,130,2730,450,450
233,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN40R,Apparel,Red Sports Track,,EX-TAX,5,40,Red,10,10,260,0,0,2600,130,2730,450,450
234,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN40Y,Apparel,Yellow Sports Track,,EX-TAX,5,40,Yellow,10,10,260,0,0,2600,130,2730,450,450
235,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN42B,Apparel,Blue Sports Track,,EX-TAX,5,42,Blue,4,4,265,0,0,1060,53,1113,460,460
236,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN42G,Apparel,Green Sports Track,,EX-TAX,5,42,Green,2,2,265,0,0,530,26.5,556.5,460,460
237,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN42R,Apparel,Red Sports Track,,EX-TAX,5,42,Red,2,2,265,0,0,530,26.5,556.5,460,460
238,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN42Y,Apparel,Yellow Sports Track,,EX-TAX,5,42,Yellow,2,2,265,0,0,530,26.5,556.5,460,460
239,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN44B,Apparel,Blue Sports Track,,EX-TAX,5,44,Blue,4,4,285,0,0,1140,57,1197,480,480
240,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN44G,Apparel,Green Sports Track,,EX-TAX,5,44,Green,2,2,285,0,0,570,28.5,598.5,480,480
241,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN44R,Apparel,Red Sports Track,,EX-TAX,5,44,Red,2,2,285,0,0,570,28.5,598.5,480,480
242,106,KA/22-23/159,10 August 2022,Karthi Apparels,STN44Y,Apparel,Yellow Sports Track,,EX-TAX,5,44,Yellow,2,2,285,0,0,570,28.5,598.5,480,480
243,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSN24G,Apparel,Green Sports Shirt,,EX-TAX,5,24,Green,13,13,177.5,0,0,2307.5,115.38,2422.88,310,310
244,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSN24R,Apparel,Red Sports Shirt,,EX-TAX,5,24,Red,8,8,177.5,0,0,1420,71,1491,310,310
245,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSN24Y,Apparel,Yellow Sports Shirt,,EX-TAX,5,24,Yellow,11,11,177.5,0,0,1952.51,97.62,2050.13,310,310
246,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSN26B,Apparel,Blue Sports Track,,EX-TAX,5,26,Blue,12,12,185,0,0,2220,111,2331,320,320
247,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSN26G,Apparel,Green Sports Shirt,,EX-TAX,5,26,Green,14,14,185,0,0,2590,129.5,2719.5,320,320
248,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSN26R,Apparel,Red Sports Shirt,,EX-TAX,5,26,Red,10,10,185,0,0,1850,92.5,1942.5,320,320
249,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSN26Y,Apparel,Yellow Sports Shirt,,EX-TAX,5,26,Yellow,13,13,185,0,0,2405.01,120.24,2525.25,320,320
250,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSN28B,Apparel,Blue Sports Shirt,,EX-TAX,5,28,Blue,24,24,195,0,0,4680,234,4914,340,340
251,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSN28G,Apparel,Green Sports Shirt,,EX-TAX,5,28,Green,25,25,195,0,0,4874.99,243.76,5118.75,340,340
252,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSN28R,Apparel,Red Sports Shirt,,EX-TAX,5,28,Red,18,18,195,0,0,3510,175.5,3685.5,340,340
253,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSN28Y,Apparel,Yellow Sports Shirt,,EX-TAX,5,28,Yellow,30,30,195,0,0,5850,292.5,6142.5,340,340
372,124,KA/22-23/229,03 October 2023,Karthi Apparels,SSN28B,Apparel,Blue Sports Shirt,,EX-TAX,5,28,Blue,50,50,195,0,0,9750,487.5,10237.5,340,340
255,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSN30G,Apparel,Green Sports Shirt,,EX-TAX,5,30,Green,20,20,210,0,0,4200,210,4410,350,350
256,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSN30R,Apparel,Red Sports Shirt,,EX-TAX,5,30,Red,63,63,210,0,0,13230,661.5,13891.5,350,350
257,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSN30Y,Apparel,Yellow Sports Shirt,,EX-TAX,5,30,Yellow,28,28,210,0,0,5880,294,6174,350,350
254,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSN30B,Apparel,Blue Sports Shirt,0,EX-TAX,5,30,Blue,14,14,210,0,0,2940,147,3087,350,350
259,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSN32G,Apparel,Green Sports Shirt,,EX-TAX,5,32,Green,31,31,220,0,0,6820,341,7161,360,360
260,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSN32R,Apparel,Red Sports Shirt,,EX-TAX,5,32,Red,49,49,220,0,0,10780,539,11319,360,360
261,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSN32Y,Apparel,Yellow Sports Shirt,,EX-TAX,5,32,Yellow,26,26,220,0,0,5720,286,6006,360,360
292,110,KA/22-23/172,11 November 2022,Karthi Apparels,SSN30B,Apparel,Blue Sports Shirt,0,EX-TAX,5,30,Blue,15,15,210,0,0,3150,157.5,3307.5,350,350
263,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSN34G,Apparel,Green Sports Shirt,,EX-TAX,5,34,Green,42,42,227.5,0,0,9554.99,477.76,10032.75,370,370
264,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSN34R,Apparel,Red Sports Shirt,,EX-TAX,5,34,Red,17,17,227.5,0,0,3867.5,193.38,4060.88,370,370
265,106,KA/22-23/159,10 August 2022,Karthi Apparels,SSN34Y,Apparel,Yellow Sports Shirt,0,EX-TAX,5,34,Yellow,52,52,227.5,0,0,11830,591.5,12421.5,370,370
